[15-Aug-2026 07:53:34 Europe/Kiev] 404 Not Found: [GET] URI -> /test | IP -> 5.248.93.169 | Referer -> Direct | User-Agent -> Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36
[23-Aug-2026 15:18:16 Europe/Kiev] 404 Not Found: [GET] URI -> /info.php | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:16 Europe/Kiev] 404 Not Found: [GET] URI -> /local.settings.json | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:16 Europe/Kiev] 404 Not Found: [GET] URI -> /config/gcp-credentials.json | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:16 Europe/Kiev] 404 Not Found: [GET] URI -> /config/settings.py | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:16 Europe/Kiev] 404 Not Found: [GET] URI -> /app/.env | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:16 Europe/Kiev] 404 Not Found: [GET] URI -> /config/database.yml | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:16 Europe/Kiev] 404 Not Found: [GET] URI -> /pi.php | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:16 Europe/Kiev] 404 Not Found: [GET] URI -> /firebase.json | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:16 Europe/Kiev] 404 Not Found: [GET] URI -> /phpinfo.php | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:16 Europe/Kiev] 404 Not Found: [GET] URI -> /config/master.key | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:16 Europe/Kiev] 404 Not Found: [GET] URI -> /core/settings.py | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /configuration.js | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /test.php | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /google-service-account.json | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /src/.env | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /frontend/.env | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /telescope/requests | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /settings.js | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /trace.axd | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /push_config.json | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /_debugbar/open | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /__debug__/ | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /i.php | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /environment.js | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /server-info | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /elmah.axd | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /gc-service.json | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /service-worker.js | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /config.json.js | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /_profiler/latest | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /ngsw.json | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /nginx_status | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /gcp-service.json | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /constants.js | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /sw.js | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /_profiler/open | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /graphql | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /credentials.js | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /public/env.js | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /config/prod.exs | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /aws-exports.js | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /app_dev.php | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /.env.js | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /config.yaml | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /config.toml | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:17 Europe/Kiev] 404 Not Found: [GET] URI -> /src/aws-exports.js | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:18 Europe/Kiev] 404 Not Found: [GET] URI -> /debug/pprof/cmdline | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:18 Europe/Kiev] 404 Not Found: [GET] URI -> /app_dev.php/_profiler | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:18 Europe/Kiev] 404 Not Found: [GET] URI -> /amplifyconfiguration.json | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:18 Europe/Kiev] 404 Not Found: [GET] URI -> /debug/vars | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:18 Europe/Kiev] 404 Not Found: [GET] URI -> /_ignition/health-check | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:18 Europe/Kiev] 404 Not Found: [GET] URI -> /metrics | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:18 Europe/Kiev] 404 Not Found: [GET] URI -> /src/amplifyconfiguration.json | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:18 Europe/Kiev] 404 Not Found: [GET] URI -> /google-services.json | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:18 Europe/Kiev] 404 Not Found: [GET] URI -> /graphql/console | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:18 Europe/Kiev] 404 Not Found: [GET] URI -> /_health | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:18 Europe/Kiev] 404 Not Found: [GET] URI -> /dashboard | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:18 Europe/Kiev] 404 Not Found: [GET] URI -> /info | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:18 Europe/Kiev] 404 Not Found: [GET] URI -> /amplify_outputs.json | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:18 Europe/Kiev] 404 Not Found: [GET] URI -> /awsConfig.js | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:18 Europe/Kiev] 404 Not Found: [GET] URI -> /awsconfiguration.json | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:18 Europe/Kiev] 404 Not Found: [GET] URI -> /aws-config.js | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:18 Europe/Kiev] 404 Not Found: [GET] URI -> /v1/graphql | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:18 Europe/Kiev] 404 Not Found: [GET] URI -> /debug/pprof/ | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:18 Europe/Kiev] 404 Not Found: [GET] URI -> /values.yaml | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:18 Europe/Kiev] 404 Not Found: [GET] URI -> /actuator | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:18 Europe/Kiev] 404 Not Found: [GET] URI -> /rclone.conf | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 15:18:18 Europe/Kiev] 404 Not Found: [GET] URI -> /config/runtime.exs | IP -> 34.24.185.89 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 16:00:04 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/get_well.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=all | User-Agent -> Mozilla/5.0 (Linux; Android 13; SM-G981B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36
[23-Aug-2026 16:00:04 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/study.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=all | User-Agent -> Mozilla/5.0 (Linux; Android 13; SM-G981B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36
[23-Aug-2026 16:00:04 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/support.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=all | User-Agent -> Mozilla/5.0 (Linux; Android 13; SM-G981B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36
[23-Aug-2026 16:00:04 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/daily_boost.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=all | User-Agent -> Mozilla/5.0 (Linux; Android 13; SM-G981B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36
[23-Aug-2026 16:03:18 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/support.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=all | User-Agent -> Mozilla/5.0 (Linux; Android 13; SM-G981B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36
[23-Aug-2026 16:03:18 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/get_well.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=all | User-Agent -> Mozilla/5.0 (Linux; Android 13; SM-G981B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36
[23-Aug-2026 16:03:18 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/study.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=all | User-Agent -> Mozilla/5.0 (Linux; Android 13; SM-G981B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36
[23-Aug-2026 16:03:19 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/daily_boost.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=all | User-Agent -> Mozilla/5.0 (Linux; Android 13; SM-G981B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36
[23-Aug-2026 16:03:57 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/get_well.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=all | User-Agent -> Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36
[23-Aug-2026 16:03:57 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/study.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=all | User-Agent -> Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36
[23-Aug-2026 16:03:57 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/support.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=all | User-Agent -> Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36
[23-Aug-2026 16:03:57 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/daily_boost.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=all | User-Agent -> Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36
[23-Aug-2026 16:04:13 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/study.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=study | User-Agent -> Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36
[23-Aug-2026 16:04:36 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/study.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=all | User-Agent -> Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36
[23-Aug-2026 16:04:36 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/get_well.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=all | User-Agent -> Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36
[23-Aug-2026 16:04:36 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/support.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=all | User-Agent -> Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36
[23-Aug-2026 16:04:36 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/daily_boost.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=all | User-Agent -> Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36
[23-Aug-2026 16:05:48 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/study.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=all | User-Agent -> Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36
[23-Aug-2026 16:05:48 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/get_well.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=all | User-Agent -> Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36
[23-Aug-2026 16:05:48 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/support.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=all | User-Agent -> Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36
[23-Aug-2026 16:05:48 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/daily_boost.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=all | User-Agent -> Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36
[23-Aug-2026 16:07:24 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/daily_boost.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=all | User-Agent -> Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36
[23-Aug-2026 16:07:24 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/support.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=all | User-Agent -> Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36
[23-Aug-2026 16:07:24 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/get_well.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=all | User-Agent -> Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36
[23-Aug-2026 16:07:24 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/study.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=all | User-Agent -> Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36
[23-Aug-2026 16:10:35 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/study.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=all | User-Agent -> Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36
[23-Aug-2026 16:10:35 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/support.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=all | User-Agent -> Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36
[23-Aug-2026 16:10:35 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/daily_boost.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=all | User-Agent -> Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36
[23-Aug-2026 16:10:35 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/get_well.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=all | User-Agent -> Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36
[23-Aug-2026 16:14:41 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/study.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=all | User-Agent -> Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36
[23-Aug-2026 16:14:41 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/get_well.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=all | User-Agent -> Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36
[23-Aug-2026 16:14:41 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/support.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=all | User-Agent -> Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36
[23-Aug-2026 16:14:41 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/images/paper_cards/daily_boost.jpg | IP -> 5.248.75.229 | Referer -> https://test.emotionsbymail.com/ru/postcards?category=all | User-Agent -> Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36
[23-Aug-2026 17:29:56 Europe/Kiev] 404 Not Found: [GET] URI -> /.aws/credentials | IP -> 34.74.254.49 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 17:29:56 Europe/Kiev] 404 Not Found: [GET] URI -> /.aws/config | IP -> 34.74.254.49 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[23-Aug-2026 17:29:56 Europe/Kiev] 404 Not Found: [GET] URI -> /static/manifest.json | IP -> 34.74.254.49 | Referer -> Direct | User-Agent -> Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Mobile Safari/537.36 EdgA/149.0.0.0
[23-Aug-2026 17:29:56 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/manifest.json | IP -> 34.74.254.49 | Referer -> Direct | User-Agent -> Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Mobile Safari/537.36 EdgA/149.0.0.0
